TESTPLANS,,ITEM_NUMBER
2OP155TY\Analytical -Tray_NY_10.38-5-1.5-14.17,,5NU87250
2OP159LI\Lid_03B,,5DD43600
2OP159LI\Lid_NY_Skip lot testing,,5AH58195
2OP160\Web_NP8512_310,,6AD41900
2OP162\Web_NP8512_310,,7O4OD419
2OP162SLI\Lid_01O,,6BP25372
2OP176\Web_NP8512_12.205,,7A4OP093
2OP178\Web_NP8512_12.205,,7F4OD110
2OP183\Web_NP8541_11,,7F4BP869
2OP189\Web_NP8536_9,,7B4OP093
2OP195\Web_NP8511_320,,7A4OQ890
2OP195\Web_NY_Skip lot testing,,7A4OQ229
2OP197\Web_NP8511_320,,2PD351
2OP204SLI\Lid_NY_NP7600_22H,,7A4FD110
2OP205\Web_NP8536_11.875,,6AP25784
2OP210\Web_NP8541_11,,3OP195
2OP213\Web_NP8541_11,,8CH211CK
2OP214\Web_NP8550_12.205,,7E4OP806
2OP223\Web_NP8511_320,,7O4OS407
2OP227\Web_NP8541_11,,2MB164
2OP230\Web_NP8512_12.205,,5BA617S96
2OP238LI\Lid_04G_560,,5DH12824
2OP239\Web_NP8512_310,,5BJ190BT
2OP242LI\Lid_17C,,6OA540S48
2OP242LI\Lid_NY_Skip lot testing,,6OP34524
2OP252\Web_NP8536_11.875,,7B4OD232
2OP253LI\Lid_17B,,6AP24284
2OP260\Web_NP8535_12.75,,6DP63884
2OP262\Web_NP8541_11,,2AU252
2OP280LI\Lid_17A,,3AS411
2OP280LI\Lid_17A ,,7C4OQ028
2OP280LI\Lid_NY_Skip lot testing,,2AA347
2OP300LI\Lid_13E,,3OP257
2OP300LI\Lid_NY_Skip lot testing,,5OP624PB
2OP308\Web_NP8512_12.205,,8OA407SI
2OP308SLI\Lid_19A,,8AP25301
2OP312\Web_NP8541_12.205,,8AP24200
2OP328\Web_NP8512_12.205,,8OP24201
2OP348LI\Lid_18D,,8AP34500A
2OP365\Web_NP8536_11.875,,2ED436
2OP385LI\Lid_18A,,2HD748
2OP392LI\Lid_18E,,2PU872
2OP435LI\Lid_04C_560,,2KH040
2OP448LI\Lid_18B,,8RB11400
2OP448LI\Lid_NY_Skip lot testing,,8BP25300
2OP460\Web_NP8530_12.705,,3OA347
2OP520LI\Lid_13B,,8OP03600
2OP520LI\Lid_NY_Skip lot testing,,8OP03601
2OP560\Web_NP8430_310,,8NB10800
2OP587\Web_NP8550_12.205,,8GQ772SK
2OP630\Web_NP8440_310,,2OP242LI
2OP638\Reduced Testing_NY_Can 2OP638,,2AD173
2OP638\Skip Lot Relrase_NY_2OP638,,5PB10800
2OP638LI\Lid_13D,,5AA540S48
2OP638LI\Lid_NY_Skip lot testing,,5BU71230
2OP645\Web_NP8440_310,,8MQ55101
2OP710\Canister_11A,,8MQ55100
2OP713\Web_NP8530_8.25,,3OD186
2OP906\Web_NP8530_12,,8OX810CK
2OP906TY\Analytical -Tray_NY_352-122-70-33,,8OX351CK
2OP913\Web_NP8530_12,,8OX461CK
2OQ224TR\Analytical -Tray_NY_14.12-5.87-1.63-36,,8OX105CK
2OQ753\Canister_07A,,5KH04095
2OQ753\Reduced Testing_NY_Can 2OQ753,,5JB16400
2OQ753\Reduced Testing_NY_Can 2OQ753 ,,5HD74800
2OQ753\REDUCED TESTING_NY_Canister,,5FD41900
2OQ753\Skip Lot Release_NY_2OQ753,,5CD35185
2OQ753X\Reduced Testing_NY_Can 2OQ753 X,,5BU27500
2OQ753X\Skip Lot Relrase_NY_2OQ753X,,5AP07530
2OQ850\Canister_09A,,6AP56784
2OQ850\Reduced Testing_NY_Can 2OQ850,,6HH04082
2OQ850\Reduced Testing_NY_Can 2OQ850 ,,6LB40600
2OQ850\REDUCED TESTING_NY_Canister,,6AB16400
2OQ850\Skip Lot Release_NY_2OQ850,,6FP92084
2OQ850LI\Lid_11B,,6GD35185
2OQ850LI\Lid_NY_Skip lot testing,,3XP134
2OQ850X\Reduced Testing_NY_Can 2OQ850X,,3OP134
2OQ850X\Skip Lot Release_NY_2OQ850X,,7O4OQ084
2OQ882LI\Lid_12A,,2RB114X
2OQ882LI\Lid_NY_Skip lot testing,,5BA347BT
2OS123\Web_NP3870_11.5,,7B4OA709
2OS456\Web_NP3870_11.5,,5AU57314
2OU127\Web_NP5116_9.0,,7B4OA242
2OU130\Web_NP5115_9.0,,7D4OQ214
2OU131\Web_NP3895_8.5,,7A4OB690
2OU157\Web_NP5115_7.5,,2SS273
2OU245\Web_NP5115_7.5,,7C4OX110
2OU252\Web_NP3459_8.0,,7A4OS407
2OU345\Web_NP5115_7.5,,2OA632SLI
2OU354\Web_NP5115_7.5,,2AJ190SLI
2OU372W\Web_NP5115_7.5,,2OM701SLI
2OU434\Web_NP5115_7.5,,6BB10800
2OU444\Web_NP5115_7.5,,6AP09384
2OU444\Web_NP5115_7.5 ,,3OA911
2OU475\Web_NP5115_7.5,,7O4BU125
2OU500\Web_NP5115_7.5,,3OA580
2OU500\Web_NY_Skip lot testing,,5AU252IN
2OU555\Web_NP3460_7.5,,2OP159LI
2OU555\Web_NP3460_7.5 ,,2OP300LI
2OU573\Web_NP5115_7.5,,2OA664
2OU573\Web_NY_Skip lot testing,,7O4OA709
2OU591\Web_NP5116_9.0,,7A4OA709
2OU611\Web_NP5211_7.0,,7O4OD748
2OU621\Web_NP5116_9.0,,6AD11055
"2OX465B\Bottle, 26ml",,7O4OM165
2OX465FS\Foil seal 26 ml,,6AP22325
2OX465ROLL\Foil Seal Roll,,7D4OD232
"2OX510B\Bottle, 5.1ml",,6BU26595
"2OX510B\Bottle, 5.1ml ",,6KS41125
2OX510B\Microbiologu - Bioburden_Applicator_NY,,7A4AL930
2OX510B\Microbiologu - Bioburden_Applicator_NY ,,6AM30472
2OX510FS\Foil seal 5.1 ml,,6AU57314
2OX510FS\Foil seal 5.1 ml ,,8AP63800
2PB108\Web_NP5114_41.0,,8AP22800
2PB114X\Web_NP3860_5.0,,8CP63801
2PD351\Web_NP5116_4.5,,7E4OD232
2PS324\Web_NP3860_12.5,,8BP22801
2PS407\Web_NP3885_13.0,,8OP25700
2PS411\Web_NP3870_11.5,,8OP25701
2PS419\Web_NP3885_16,,8OP29401
2PS480\Web_NP3870_11.5,,8OP29400
2PU872\Lid_NY_Skip lot testing,,8JQ86901
2PU872\Web_NP5115_8.5,,8HQ86900
2PU872\Web_NP5115_8.5 ,,2AQ471LI
2QB108\Web_NP5114_41.0,,3OQ333
2QB114X\Web_NP3860_5.0,,8OP294CK
2QB114X\Web_NP8504_11.0,,8CP54001
2QS273\Web_NP3860_15.5,,8EP54000
2QS411\Web_NP3870_11.5,,8AA654SI
2QS428\Web_NP3860_8.0,,2FB6038
2QS480\Web_NP3870_11.5,,2ED110
2RB108\Web_NP5114_41.0,,2CD333
2RB114X\Web_NP3860_5.0,,5AB123CP
2RP540\Web_NP9508_7,,7O4AA580
2RQ119\Web_NP9508_6.375,,3OD438
2RQ890\Web_NP9508_18.125,,2AU555
2RQ890\Web_NY_Skip lot testing,,6OD239DR
2RQ890P\Web_NP9508_18.125,,6CP22884
2RS324\Web_NP3860_12.5,,6FJ14108
2RS407\Web_NP3885_13.0,,6OP07530
2RS419\Web_NP3885_16,,6LS82125
2SB108\Web_NP5114_41.0,,2AA592
2SS231\Web_NP3870_11.5,,2AA632
2SS273\Web_NP3860_15.5,,6PQ89072
2SS428\Web_NP3860_8.0,,2OP435LI
2TS231\Web_NP3870_11.5,,2BQ471LI
3704A\Applicator_15B,,2OP036LI
"3704A\Applicator_NY_36"" Embossed Spunlaced Nonwoven",,2QS411
3704A\Applicator_NY_Skip lot testing,,2MS413
3704A\REDUCED TESTING_NY_3OS428,,2LS821
3704A\Spunlace Viscose Rayon: Polyerster Nonwoven Fabric,,6BU25206
3AB103\Applicator_NY_40 gsm Thermobond 100% PP Nonwoven – 30 mm – 1 3/16”,,6AP66784
3AD239\Applicator_NY_55 gsm Unembossed Spunlaced Nonwoven  6”,,6LQ85084
3AD239\Applicator_NY_Skip lot testing,,6OU35199
3AH500\Applicator_19A,,6OQ85984
3AP148\Applicator_01B,,8OU500CK
"3AP211\Applicator_NY_Spunlaced Nonwoven 55gsm 37 1/2""",,7O4OP197
3AP590\Applicator_NY_35” Rolls Spunlaced Nonwoven – 35 gsm,,6CJ21396
3AQ347\Applicator_35A,,6AQ20372
"3AQ470-A\Applicator_NY_Rolls Spunlaced Nonwoven - 37.75""-50gsm",,6AP27284
"3AQ470-M\Applicator_NY_Rolls Spunlaced Nonwoven - 37.75"" - 50gsm",,6OB123ST
3AQ470-M\Microbiologu - Bioburden_Applicator_NY,,5BU62620
"3AS411\Applicator_NY_Swabstick Rayon-Double Tipped, Gamma Irradiated-Topical Use",,5AU66522
